,year,km_driven,owner,seller_type,seats,fuel,transmission,mileage,engine,max_power,selling_price
1932,2013.0,41800.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,85.8,5451.9
1934,2017.0,50000.0,Second Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,8480.74
1936,2009.0,96000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,1061.0,1889.61,
1937,2012.0,117000.0,First Owner,Individual,8.0,Diesel,Manual,14.0,2498.0,112.0,3028.83
1938,2011.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,19.81,1086.0,68.05,2544.22
1940,2007.0,88700.0,Third Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1574.99
1941,2012.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,16.95,1498.0,97.7,3876.91
1942,2010.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,17.3,1061.0,64.0,2423.07
1943,2016.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3755.75
1944,2012.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,20.8,1461.0,65.0,2423.07
1945,2014.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,18.5,1197.0,85.8,4240.37
1946,2018.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,5379.21
1947,2017.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,22.7,799.0,53.64,3634.6
1948,2011.0,57000.0,Second Owner,Individual,5.0,Diesel,Manual,21.0,1461.0,64.1,2725.95
1949,2012.0,75000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,7269.2
1950,2013.0,,First Owner,Individual,5.0,Petrol,Manual,,,,3149.99
1951,2015.0,160000.0,First Owner,Individual,5.0,Diesel,Manual,24.4,1120.0,71.01,4543.25
1952,2013.0,26000.0,First Owner,Individual,5.0,Petrol,Manual,15.37,1196.0,73.0,3149.99
1953,2010.0,120000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1817.3
1954,2014.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,1881.15,1332.69
1955,2012.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,2725.95
1958,2017.0,28000.0,First Owner,Individual,5.0,Petrol,Manual,17.8,1497.0,117.3,10419.19
1960,2014.0,90000.0,First Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,1907.31,7874.97
1961,2016.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,24.8,1396.0,88.7,8601.89
1962,2017.0,113000.0,First Owner,Individual,5.0,Diesel,Manual,25.83,1498.0,99.0,5209.6
1963,2011.0,188000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,3695.18
1964,2011.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,68.0,2665.37
1965,2010.0,225000.0,Third Owner,Individual,9.0,Diesel,Manual,14.0,1948.0,90.0,1817.3
1966,2017.0,67000.0,Second Owner,Individual,7.0,Diesel,Manual,18.49,1493.0,100.0,7996.12
1967,2011.0,70000.0,Fourth & Above Owner,Individual,5.0,Diesel,Manual,25.44,936.0,57.6,1696.15
1968,2015.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,14.28,1798.0,138.03,13326.87
1969,2013.0,60000.0,First Owner,Individual,5.0,Diesel,Automatic,16.36,2179.0,187.7,29682.58
1971,2004.0,,Third Owner,Individual,5.0,Petrol,Manual,,1493.0,100.0,2398.84
1973,2005.0,140000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,
1975,2017.0,10000.0,First Owner,Individual,5.0,Petrol,Automatic,18.9,1197.0,81.86,6663.44
1976,2018.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,21.63,998.0,67.04,5754.79
1977,2017.0,22000.0,First Owner,Dealer,5.0,Diesel,Automatic,15.73,1968.0,1244.01,34225.83
1978,,5500.0,,Dealer,5.0,Diesel,Manual,26.8,1597.0,118.0,25745.09
1979,2018.0,18000.0,First Owner,Dealer,5.0,Diesel,Automatic,19.62,,,40586.38
1980,2018.0,20000.0,First Owner,Dealer,8.0,Diesel,Automatic,11.36,2755.0,171.5,21807.61
1981,2018.0,7000.0,First Owner,Dealer,5.0,Petrol,Manual,20.3,1086.0,68.0,6542.28
1982,2018.0,20000.0,First Owner,Dealer,5.0,Diesel,Manual,17.0,2596.0,80.8,11024.96
1984,2020.0,,First Owner,Dealer,5.0,Diesel,Automatic,,1582.0,126.2,23624.91
1985,2018.0,58511.0,First Owner,Dealer,5.0,Diesel,Manual,24.3,1248.0,88.5,11509.57
1986,2015.0,105000.0,First Owner,Dealer,5.0,Diesel,Manual,25.83,1498.0,99.0,4422.1
1987,2018.0,26235.0,First Owner,Dealer,6.0,Diesel,Manual,16.55,2498.0,105.0,10903.8
1988,2017.0,26766.0,First Owner,Dealer,5.0,Diesel,Manual,21.5,1497.0,108.5,11146.1
1989,2020.0,1600.0,First Owner,Dealer,5.0,Petrol,Automatic,13.96,1451.0,141.0,23019.14
1990,2018.0,46000.0,First Owner,Dealer,5.0,Diesel,Manual,15.8,2148.0,170.0,
1991,2019.0,23000.0,First Owner,Dealer,7.0,Diesel,Manual,17.3,1497.0,121.0,
1992,2017.0,24522.0,First Owner,Dealer,5.0,Petrol,Manual,20.4,1197.0,81.8,7269.2
1993,2017.0,13663.0,First Owner,Dealer,5.0,Diesel,Automatic,22.69,1995.0,190.0,38769.08
1994,2019.0,11000.0,First Owner,Dealer,5.0,Diesel,Automatic,19.3,1968.0,141.0,31499.88
1996,2019.0,,First Owner,Dealer,5.0,Petrol,Manual,,13727.0,74.0,7693.24
1997,2014.0,300000.0,Third Owner,Individual,8.0,Diesel,Manual,12.05,2179.0,120.0,6663.44
1998,2011.0,190000.0,Third Owner,Individual,5.0,Diesel,Manual,19.2,1461.0,65.0,2180.76
1999,2015.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,26.0,18711.0,98.6,7874.97
2000,2011.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,16.0,1198.0,90.0,4240.37
2001,2015.0,54000.0,First Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.05,3210.56
2002,2018.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,,,3998.06
2003,2019.0,5000.0,First Owner,Individual,7.0,Petrol,Manual,15.37,1196.0,18.95,4785.56
2005,2012.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,68.0,3634.6
2007,2013.0,160000.0,Third Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.76,7572.09
2008,2014.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,15.11,1598.0,103.6,5149.02
2009,2004.0,50000.0,Third Owner,Individual,4.0,Petrol,Manual,16.1,796.0,37.0,666.34
2010,2015.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,19.09,1405.0,69.01,3028.83
2012,2017.0,5000.0,First Owner,Individual,5.0,Diesel,Manual,21.43,1364.0,86.79,19311.85
2013,2014.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,18.2,1199.0,82.4,3634.6
2014,2018.0,27620.0,First Owner,Dealer,5.0,Diesel,Manual,22.77,1498.0,98.59,11509.57
2015,2013.0,120000.0,First Owner,Individual,9.0,Diesel,Manual,12.05,2179.0,120.0,5875.93
2016,2009.0,120000.0,Third Owner,Individual,8.0,Diesel,Manual,14.0,2498.0,112.0,1950.57
2017,2015.0,58000.0,First Owner,Individual,5.0,Petrol,Manual,17.19,1197.0,81.86,
2018,2012.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,16.95,1498.0,97.7,4240.37
2019,2017.0,40000.0,First Owner,Individual,5.0,Petrol,Automatic,20.89,1197.0,81.8,6663.44
2020,2018.0,7800.0,First Owner,Individual,5.0,Petrol,Manual,17.5,1199.0,88.7,10298.04
2021,2016.0,,First Owner,Individual,5.0,Petrol,Manual,,796.0,47.3,2907.68
2023,2015.0,60000.0,Second Owner,Individual,7.0,Petrol,Manual,16.02,1373.0,93.7,5124.79
2024,2005.0,,Second Owner,Individual,5.0,Petrol,Manual,,1396.0,85.0,1090.38
2025,2011.0,58000.0,Second Owner,Individual,7.0,Diesel,Manual,13.93,2179.0,138.1,4240.37
2026,2011.0,70000.0,Third Owner,Individual,5.0,Petrol,Manual,19.0,998.0,66.1,2059.61
2027,2015.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,18.16,1196.0,86.8,5451.9
2028,2009.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,1817.3
2030,2016.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,6190.94
2031,2018.0,59000.0,First Owner,Individual,7.0,Diesel,Manual,24.2,8522.0,93.87,10298.04
2032,2018.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,25.0,1396.0,69.0,3028.83
2034,2014.0,55000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,17.05,2180.76
2035,2015.0,25000.0,First Owner,Individual,5.0,Diesel,Manual,27.62,793.0,47.0,4846.14
2036,2009.0,300000.0,First Owner,Individual,7.0,Diesel,Manual,14.0,2498.0,1796.55,1817.3
2037,2016.0,143200.0,First Owner,Individual,5.0,Diesel,Manual,25.83,1498.0,99.0,6057.67
2038,2017.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,17.1,1956.0,170.0,20474.91
2039,2012.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,23.08,1461.0,63.1,2483.63
2040,2014.0,145000.0,Second Owner,Individual,5.0,Diesel,Manual,26.21,1248.0,88.5,5573.04
2041,,30000.0,,Individual,5.0,Petrol,Manual,18.6,,,7269.2
2042,2019.0,8000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,
2043,2012.0,170000.0,First Owner,Individual,7.0,Diesel,Manual,13.1,2499.0,141.0,
2044,2013.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,6360.55
2045,2012.0,62000.0,First Owner,Individual,5.0,Petrol,Manual,14.0,796.0,35.0,1938.45
2046,2014.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,
2048,2015.0,80000.0,Second Owner,Individual,9.0,Diesel,Manual,13.58,2499.0,72.4,7269.2
2049,2002.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,787.5
2050,2013.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,6663.44
2051,2015.0,120000.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,63.0,7874.97
2052,2019.0,24000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,9086.5
2053,2017.0,80000.0,First Owner,Individual,6.0,Diesel,Manual,25.32,1198.0,77.0,4603.83
2054,2012.0,138000.0,First Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,4846.14
2055,2003.0,147000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,605.77
2059,2013.0,189000.0,First Owner,Individual,5.0,Diesel,Manual,21.02,1248.0,88.76,3149.99
2060,2014.0,90000.0,Second Owner,Individual,5.0,Diesel,Automatic,21.21,1498.0,103.2,4979.4
2061,2014.0,56000.0,First Owner,Individual,5.0,Diesel,Manual,21.9,1396.0,88.76,5451.9
2062,2012.0,140000.0,Second Owner,Individual,5.0,Diesel,Automatic,18.88,1995.0,184.0,15749.94
2063,,60000.0,,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,4252.48
2064,2012.0,130000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,6663.44
2067,2014.0,90000.0,Second Owner,Individual,5.0,Diesel,Automatic,21.21,1498.0,103.2,4979.4
2068,2014.0,56000.0,First Owner,Individual,5.0,Diesel,Manual,21.9,,,
2069,2012.0,140000.0,Second Owner,Individual,5.0,Diesel,Automatic,18.88,1995.0,184.0,15749.94
2070,2016.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,4252.48
2071,2012.0,130000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,6663.44
2072,2013.0,140000.0,Second Owner,Individual,5.0,Diesel,Automatic,18.88,1995.0,184.0,15749.94
2073,2016.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,20.45,1461.0,83.8,9086.5
2075,2011.0,156000.0,First Owner,Individual,7.0,Diesel,Manual,11.57,2179.0,138.1,4240.37
2076,2013.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,,,2423.07
2077,2008.0,60000.0,Third Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,70.0,1817.3
2078,2016.0,36000.0,First Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.5,9692.27
2079,2017.0,20000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,4240.37
2080,2011.0,160000.0,First Owner,Individual,7.0,Diesel,Manual,13.93,2179.0,138.0,4240.37
2082,2010.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,71.0,2059.61
2083,2018.0,10800.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,
2084,2012.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,5451.9
2085,2019.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,20.89,1197.0,81.8,6057.67
2086,2012.0,67500.0,First Owner,Individual,10.0,Diesel,Manual,12.2,1948.0,68.0,2423.07
2087,2017.0,30000.0,First Owner,Individual,7.0,Diesel,Manual,17.6,2179.0,153.86,14538.41
2088,2016.0,50000.0,First Owner,Individual,6.0,Diesel,Manual,25.32,1198.0,77.0,4846.14
2089,,100000.0,,Individual,7.0,Diesel,Manual,18.49,1493.0,100.0,7874.97
2090,2016.0,150000.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,63.0,6663.44
2091,2015.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,16.0,2179.0,140.0,13326.87
2093,2011.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,2180.76
2094,2010.0,255000.0,Second Owner,Individual,8.0,Diesel,Manual,13.0,2489.0,95.0,1938.45
2095,2008.0,120000.0,Second Owner,Individual,5.0,Diesel,Manual,16.52,199.0,123.7,2725.95
2096,2015.0,49900.0,Second Owner,Individual,5.0,Petrol,Manual,22.74,796.0,1526.02,3271.14
2097,2012.0,86000.0,First Owner,Individual,5.0,Diesel,Manual,21.12,1248.0,88.8,3755.75
2098,2015.0,71850.0,First Owner,Individual,5.0,Petrol,Manual,20.63,1198.0,67.0,2725.95
2099,2015.0,95000.0,Third Owner,Individual,5.0,Diesel,Manual,21.2,1248.0,75.0,3634.6
2100,2008.0,70000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,17.5,1298.0,85.8,
2101,2011.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,82.0,55.2,2180.76
2102,2015.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,20.85,1197.0,83.14,6663.44
2103,2007.0,120000.0,Third Owner,Individual,7.0,Diesel,Manual,13.6,2523.0,63.0,
2104,2015.0,145000.0,First Owner,Individual,5.0,Diesel,Manual,22.7,1582.0,126.2,10903.8
2106,2018.0,40000.0,First Owner,Individual,7.0,Diesel,Manual,16.0,2179.0,138.0,18536.47
2107,2015.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,27.39,1248.0,74.0,7148.05
2108,2008.0,112000.0,Second Owner,Individual,5.0,LPG,Manual,24.22,1061.0,57.5,2059.61
2109,2017.0,70000.0,First Owner,Individual,5.0,Diesel,Automatic,20.38,1968.0,143.0,31499.88
2110,2016.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,23.2,1248.0,73.94,5754.79
2111,2018.0,29000.0,First Owner,Individual,5.0,Diesel,Manual,24.0,1186.0,73.97,8480.74
2112,2011.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,4555.37
2114,2004.0,46000.0,Fourth & Above Owner,Individual,4.0,Petrol,Manual,16.1,796.0,37.0,908.65
2115,2012.0,120000.0,Third Owner,Individual,8.0,Diesel,Automatic,11.79,2179.0,120.0,5330.75
2116,2016.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,4724.98
2117,2012.0,159000.0,Second Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,8783.62
2118,2012.0,110000.0,Second Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,3937.48
2119,2010.0,75000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,,,2059.61
2120,2010.0,120000.0,Third Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,2604.8
2121,2010.0,110000.0,Third Owner,Individual,5.0,Petrol,Manual,17.0,1497.0,118.0,4240.37
2122,2009.0,80000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,18.0,995.0,62.0,969.23
2123,2012.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2362.49
2125,2014.0,71000.0,First Owner,Dealer,5.0,Diesel,Manual,21.64,1461.0,84.8,4058.64
2126,2011.0,108000.0,First Owner,Dealer,7.0,Diesel,Manual,16.0,2179.0,140.0,5754.79
2127,2015.0,75000.0,First Owner,Dealer,5.0,Diesel,Manual,19.87,1461.0,83.8,5875.93
2128,2018.0,22000.0,Second Owner,Individual,5.0,Petrol,Manual,21.56,1462.0,103.25,7874.97
2130,2018.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,
2131,2014.0,65000.0,First Owner,Individual,7.0,Diesel,Automatic,12.07,,,36346.01
2132,2018.0,60000.0,First Owner,Individual,7.0,Diesel,Manual,15.4,2523.0,75.0,10903.8
2134,2005.0,80000.0,Second Owner,Individual,5.0,Petrol,Automatic,9.0,2997.0,1011.3,3452.87
2135,2012.0,70000.0,First Owner,Individual,7.0,Diesel,Automatic,12.07,2967.0,241.4,22413.38
2137,2013.0,64788.0,First Owner,Dealer,5.0,Diesel,Automatic,0.0,2179.0,115.0,19990.31
2138,2018.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,19.5,1199.0,88.76,7269.2
2139,2018.0,19000.0,First Owner,Individual,5.0,Petrol,Manual,18.78,999.0,75.0,6845.17
2140,2000.0,46951.0,First Owner,Individual,5.0,Petrol,Manual,18.5,796.0,53.0,1041.92
2141,2016.0,19000.0,First Owner,Individual,5.0,Petrol,Manual,20.63,86.0,67.0,3985.95
2142,2016.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,22.77,1498.0,98.59,7874.97
2143,2015.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,19.67,1582.0,126.2,9958.81
2144,2013.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.45,4179.79
2145,2001.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,363.46
2146,2012.0,50000.0,Second Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,3998.06
2147,2014.0,74537.0,Second Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,3634.6
2148,2009.0,90000.0,Second Owner,Individual,5.0,Petrol,Automatic,12.6,1586.0,103.3,2423.07
2150,2010.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,18.0,995.0,62.0,1090.38
2151,2010.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,1061.0,67.0,2423.07
2152,2016.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,24.4,1120.0,71.0,6663.44
2153,2015.0,23500.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1199.0,76.8,3028.83
2154,2017.0,82000.0,First Owner,Individual,5.0,Diesel,Manual,25.6,1498.0,97.9,11812.45
2155,2014.0,100000.0,Second Owner,Individual,8.0,Diesel,Manual,12.99,2494.0,100.6,10903.8
2156,2018.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,7390.36
2157,2017.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,27.39,1248.0,74.0,7511.51
2158,2016.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,4846.14
2159,2019.0,11000.0,First Owner,Individual,5.0,Petrol,Manual,21.63,998.0,67.0,6057.67
2160,2017.0,140000.0,First Owner,Individual,7.0,Petrol,Manual,19.02,1198.0,67.05,2423.07
2161,2016.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,23.0,1248.0,1142.01,4361.52
2162,2012.0,48000.0,First Owner,Individual,5.0,Petrol,Manual,20.92,998.0,67.1,3053.07
2163,2012.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,3392.29
2164,2018.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,22.0,1197.0,81.8,6178.81
2165,2016.0,58000.0,First Owner,Individual,7.0,Diesel,Manual,15.4,1997.0,120.0,12721.1
2166,2010.0,40000.0,Fourth & Above Owner,Individual,5.0,LPG,Manual,24.22,1061.0,57.5,2423.07
2167,2005.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,726.92
2168,2010.0,40000.0,Second Owner,Individual,7.0,Diesel,Manual,14.0,2498.0,112.0,3876.91
2169,2013.0,110000.0,First Owner,Individual,9.0,Diesel,Manual,12.05,2179.0,120.0,6299.98
2170,2007.0,80000.0,Second Owner,Individual,7.0,Diesel,Manual,11.57,2179.0,138.1,375131.88
2171,2017.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,8783.62
2172,2015.0,50000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,7087.47
2173,2017.0,,First Owner,Individual,5.0,Petrol,Manual,,1199.0,84.0,5209.6
2174,2011.0,,Second Owner,Individual,5.0,Diesel,Manual,,1248.0,74.0,2847.1
2175,2012.0,52000.0,Third Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,4240.37
2176,2010.0,80000.0,Third Owner,Individual,5.0,Petrol,Manual,19.81,1086.0,68.05,1587.11
2177,2016.0,,First Owner,Individual,5.0,Diesel,Manual,,1498.0,98.6,5451.9
2178,2016.0,83000.0,First Owner,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,9086.5
2179,2013.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2423.07
2180,2009.0,120000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,18.9,1061.0,67.0,1514.42
2181,2014.0,100000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,6057.67
2182,,70000.0,,Individual,5.0,Diesel,Manual,22.9,1248.0,1889.58,4603.83
2183,2008.0,19000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1550.76
2184,2009.0,68600.0,Third Owner,Individual,5.0,Petrol,Manual,17.0,1497.0,118.0,3028.83
2185,2017.0,60000.0,First Owner,Individual,7.0,Diesel,Manual,16.5,1493.0,70.0,8359.58
2186,2014.0,65000.0,Second Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,7874.97
2187,2012.0,40000.0,Second Owner,Individual,5.0,Petrol,Manual,16.8,1497.0,116.3,6784.59
2189,2016.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,4846.14
2191,2018.0,13887.0,First Owner,Individual,5.0,Petrol,Manual,17.0,1591.0,121.3,11509.57
2192,2016.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,231.12
2193,2016.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,3816.33
2194,2012.0,100000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,,,2665.37
2195,2011.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,14.49,1399.0,92.7,1574.99
2196,2016.0,60000.0,Second Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,7208.63
2197,2011.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,19.4,1405.0,70.0,1332.69
2198,2017.0,13500.0,First Owner,Individual,5.0,Petrol,Manual,17.0,16674.0,121.36,8238.43
2199,2013.0,,First Owner,Individual,5.0,Diesel,Manual,,1248.0,75.0,3392.29
2200,2017.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,21.4,,,6421.13
2201,2017.0,14000.0,First Owner,Individual,5.0,Petrol,Manual,19.1,1197.0,82.0,7390.36
2203,2018.0,,First Owner,Individual,5.0,Diesel,Manual,,1047.0,69.0,6057.67
2204,2010.0,120000.0,Second Owner,Individual,8.0,Diesel,Manual,13.0,2489.0,95.0,3028.83
2205,2018.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3937.48
2206,2018.0,,First Owner,Individual,5.0,Petrol,Manual,,1197.0,83.1,6663.44
2207,2018.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,20.73,1373.0,91.1,8723.04
2208,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,17.0,1591.0,121.3,11509.57
2209,2013.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,4240.37
2210,2018.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,6057.67
2211,2012.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,4603.83
2212,,50000.0,,Individual,5.0,Petrol,Automatic,16.9,1197.0,82.0,62.21
2213,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,17.0,1591.0,121.3,10903.8
2214,2017.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3574.02
2215,2016.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,28.09,1248.0,88.5,7753.82
2216,2018.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,21.5,1497.0,1102.9,9571.12
2217,2015.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,17.01,1591.0,121.4,7572.09
2218,2017.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,17.0,1497.0,121.36,7317.66
2219,2015.0,29000.0,First Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.05,3816.33
2220,2019.0,17000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1497.0,115.0,11509.57
2221,2017.0,,First Owner,Individual,5.0,Petrol,Manual,,998.0,1772.18,4846.14
2222,2018.0,42000.0,First Owner,Individual,5.0,Petrol,Automatic,18.6,1368.0,98.63,8480.74
2223,2011.0,120000.0,Second Owner,Individual,8.0,Diesel,Manual,12.8,2494.0,102.0,8480.74
2224,2012.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,21.03,1461.0,65.0,3149.99
2225,2012.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,23.57,1396.0,70.0,2423.07
2226,2020.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,23.26,1197.0,88.5,7026.9
2227,2011.0,66000.0,Second Owner,Individual,5.0,Diesel,Manual,20.5,1598.0,105.0,
